,,,,,,,,,,,,,,,Heatng load (kBtu/h),Cooling load (kbtu/h),,,,1.788708776,,,,,,,,,,
,,,,,,,,,,,,,,,42.1274081,,#REF!,,,#REF!,,,,,480000,,,,,
Date,Time,Heatng load (kBtu/h),Cooling load (kbtu/h),,,,,,,,,,,,,,,,,,,,,,,#REF!,,,,25
,6:30,2482.398,655.487,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7:30,2172.263,727.489,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8:30,2090.141,824.953,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9:30,1993.854,994.693,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10:30,1900.52,1311.926,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11:30,1746.725,1787.167,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12:30,1740.894,2288.337,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13:30,1722.699,3030.854,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14:30,1892.581,3915.797,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15:30,1928.729,3894.339,,,,,,,,,,,,,,,,,,,,,,,,,,,
,16:30,1919.425,4141.762,,,,,,,,,,,,,,,,,,,,,,,,,,,
,17:30,1917.955,4121.773,,,,,,,,,,,,,,,,,,,,,,,,,,,
,18:30,1967.83,3389.886,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19:30,1904.104,2716.112,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20:30,2275.972,1781.588,,,,,,,,,,,,,,,,,,,,,,,,,,,
,21:30,2453.523,1444.923,,,,,,,,,,,,,,,,,,,,,,,,,,,
,22:30,2484.236,1374.606,,,,,,,,,,,,,,,,,,,,,,,,,,,
,23:30,2575.092,1136.072,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Thu, 30/Sep",0:30,2594.697,978.824,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1:30,2640.222,871.627,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2:30,2631.082,723.121,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3:30,2668.904,734.098,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4:30,2632.287,683.351,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5:30,2671.093,691.526,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6:30,2459.348,750.81,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7:30,2181.731,766.198,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8:30,2072.828,810.222,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9:30,2033.994,805.424,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10:30,2026.137,908.238,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11:30,1945.14,1076.532,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12:30,1888.444,1235.701,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13:30,1797.128,1501.876,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14:30,1662.304,2074.836,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15:30,1715.32,2720.865,,,,,,,,,,,,,,,,,,,,,,,,,,,
,16:30,1726.633,2710.374,,,,,,,,,,,,,,,,,,,,,,,,,,,
,17:30,1748.216,2440.53,,,,,,,,,,,,,,,,,,,,,,,,,,,
,18:30,1741.87,1873.003,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19:30,1837.361,1570.933,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20:30,2283.331,1453.948,,,,,,,,,,,,,,,,,,,,,,,,,,,
,21:30,2528.717,1289.932,,,,,,,,,,,,,,,,,,,,,,,,,,,
,22:30,2523.828,1165.043,,,,,,,,,,,,,,,,,,,,,,,,,,,
,23:30,2562.009,1263.759,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fri, 01/Oct",0:30,2544.939,1364.512,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1:30,2531.486,1455.317,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2:30,2493.605,1543.757,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3:30,2477.629,1645.12,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4:30,2437.891,1752.939,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5:30,2431.198,1799.453,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6:30,2251.153,1818.098,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7:30,1949.952,1837.138,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8:30,1828.124,1871.344,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9:30,1779.616,2029.256,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10:30,1794.151,2124.71,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11:30,1726.06,2418.465,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12:30,1689.736,2771.727,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13:30,1680.539,2714.474,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14:30,1681.198,2711.853,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15:30,1782.396,2470.442,,,,,,,,,,,,,,,,,,,,,,,,,,,
,16:30,1758.445,2358.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,17:30,1792.228,2356.743,,,,,,,,,,,,,,,,,,,,,,,,,,,
,18:30,1845.461,2016.787,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19:30,1827.009,1727.315,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20:30,2319.648,1304.581,,,,,,,,,,,,,,,,,,,,,,,,,,,
,21:30,2648.614,1055.163,,,,,,,,,,,,,,,,,,,,,,,,,,,
,22:30,2580.968,1047.103,,,,,,,,,,,,,,,,,,,,,,,,,,,
,23:30,2697.376,870.732,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sat, 02/Oct",0:30,2626.841,763.39,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1:30,2703.992,673.667,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2:30,2646.824,597.288,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3:30,2737.065,613.188,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4:30,2679.625,564.903,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5:30,2776.489,578.627,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6:30,2552.423,584.643,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7:30,2234.01,604.985,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8:30,2150.938,701.579,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9:30,2046.036,747.597,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10:30,2028.166,827.582,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11:30,1921.748,1087.724,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12:30,1809.354,1496.689,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13:30,1715.271,1892.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14:30,1764.249,2282.232,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15:30,1748.5,2521.889,,,,,,,,,,,,,,,,,,,,,,,,,,,
,16:30,1791.874,2593.59,,,,,,,,,,,,,,,,,,,,,,,,,,,
,17:30,1774.901,2097.135,,,,,,,,,,,,,,,,,,,,,,,,,,,
,18:30,1811.451,1639.777,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19:30,1914.284,1400.513,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20:30,2410.594,1142.572,,,,,,,,,,,,,,,,,,,,,,,,,,,
,21:30,2642.86,882.918,,,,,,,,,,,,,,,,,,,,,,,,,,,
,22:30,2655.306,768.543,,,,,,,,,,,,,,,,,,,,,,,,,,,
,23:30,2677.356,766.666,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sun, 03/Oct",0:30,2644.186,667.276,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1:30,2693.734,596.398,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2:30,2676.748,651.544,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3:30,2710.864,611.307,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4:30,2688.646,609.124,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5:30,2768.206,498.054,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6:30,2590.924,635.153,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7:30,2239.464,608.153,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8:30,2069.594,751.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9:30,1919.387,888.894,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10:30,1794.69,1335.777,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11:30,1676.428,1889.68,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12:30,1734.721,2427.031,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13:30,1824.902,2932.14,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14:30,1857.053,3113.241,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15:30,1855.684,3283.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
,16:30,1855.197,3194.405,,,,,,,,,,,,,,,,,,,,,,,,,,,
,17:30,1833.483,2751.352,,,,,,,,,,,,,,,,,,,,,,,,,,,
,18:30,1825.233,2238.097,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19:30,1824.961,1907.54,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20:30,2241.018,1712.095,,,,,,,,,,,,,,,,,,,,,,,,,,,
,21:30,2460.559,1538.534,,,,,,,,,,,,,,,,,,,,,,,,,,,
,22:30,2525.799,1279.218,,,,,,,,,,,,,,,,,,,,,,,,,,,
,23:30,2654.397,867.825,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mon, 04/Oct",0:30,2639.031,838.182,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1:30,2655.674,785.511,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2:30,2652.271,767.196,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3:30,2682.816,763.564,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4:30,2644.191,762.612,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5:30,2678.885,720.445,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6:30,2494.388,654.778,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7:30,2190.672,724.682,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8:30,1993.838,1013.438,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9:30,1697.808,1602.483,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10:30,1652.333,2359.177,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11:30,1729.082,3127.512,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12:30,1856.485,3904.371,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13:30,1968.835,4063.855,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14:30,1925.204,4213.374,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15:30,1955.132,4419.225,,,,,,,,,,,,,,,,,,,,,,,,,,,
,16:30,1918.393,4323.141,,,,,,,,,,,,,,,,,,,,,,,,,,,
,17:30,1946.792,4090.227,,,,,,,,,,,,,,,,,,,,,,,,,,,
,18:30,1957.979,3235.494,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19:30,1918.753,2293.872,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20:30,2232.599,2351.788,,,,,,,,,,,,,,,,,,,,,,,,,,,
,21:30,2496.503,1721.067,,,,,,,,,,,,,,,,,,,,,,,,,,,
,22:30,2417.077,1659.951,,,,,,,,,,,,,,,,,,,,,,,,,,,
,23:30,2477.291,1603.277,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tue, 05/Oct",0:30,2523.732,1201.974,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1:30,2656.758,788.622,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2:30,2639,683.032,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3:30,2691.885,605.579,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4:30,2665.1,562.061,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5:30,2780.238,537.983,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6:30,2582.31,584.99,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7:30,2252.925,651.277,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8:30,2072.505,670.118,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9:30,1955.894,801.167,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10:30,1860.465,1051.816,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11:30,1731.802,1512.309,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12:30,1653.142,1893.235,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13:30,1727.033,2100.046,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14:30,1752.929,2082.418,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15:30,1731.04,2262.681,,,,,,,,,,,,,,,,,,,,,,,,,,,
,16:30,1793.401,1882.048,,,,,,,,,,,,,,,,,,,,,,,,,,,
,17:30,1811.531,1566.025,,,,,,,,,,,,,,,,,,,,,,,,,,,
,18:30,1922.564,1306.708,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19:30,1944.807,1236.924,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20:30,2389.298,1050.547,,,,,,,,,,,,,,,,,,,,,,,,,,,
,21:30,2669.162,681.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
,22:30,2633.67,609.023,,,,,,,,,,,,,,,,,,,,,,,,,,,
,23:30,2700.164,659.032,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wed, 06/Oct",0:30,2639.799,694.83,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1:30,2708.583,653.487,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2:30,2645.979,609.126,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3:30,2705.821,745.61,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4:30,2628.184,686.734,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5:30,2702.207,684.188,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6:30,2472.736,700.715,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7:30,2212.708,683.802,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8:30,2072.403,789.387,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9:30,1994.42,825.506,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10:30,1934.436,998.749,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11:30,1809.08,1416.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12:30,1682.05,1762.792,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13:30,1699.406,2198.273,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14:30,1763.059,2530.632,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15:30,1792.803,2594.726,,,,,,,,,,,,,,,,,,,,,,,,,,,
,16:30,1785.098,2767.836,,,,,,,,,,,,,,,,,,,,,,,,,,,
,17:30,1844.103,2684.622,,,,,,,,,,,,,,,,,,,,,,,,,,,
,18:30,1830.703,2074.683,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19:30,1849.622,1635.906,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20:30,2321.991,1376.864,,,,,,,,,,,,,,,,,,,,,,,,,,,
,21:30,2566.164,1141.698,,,,,,,,,,,,,,,,,,,,,,,,,,,
,22:30,2621.341,879.59,,,,,,,,,,,,,,,,,,,,,,,,,,,
,23:30,2656.854,719.964,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Thu, 07/Oct",0:30,2648.151,730.071,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1:30,2676.069,683.339,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2:30,2661.548,686.229,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3:30,2679.146,691.443,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4:30,2658.997,649.762,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5:30,2690.81,608.165,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6:30,2520.237,575.607,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7:30,2230.492,606.294,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8:30,2072.462,671.146,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9:30,1935.694,759.646,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10:30,1872.304,1025.004,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11:30,1695.581,1511.301,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12:30,1681.029,1895.762,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13:30,1696.386,2437.397,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14:30,1790.047,2613.212,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15:30,1754.825,2928.982,,,,,,,,,,,,,,,,,,,,,,,,,,,
,16:30,1822.516,2621.762,,,,,,,,,,,,,,,,,,,,,,,,,,,
,17:30,1748.422,2156.493,,,,,,,,,,,,,,,,,,,,,,,,,,,
,18:30,1824.783,1613.85,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19:30,1938.391,1237.837,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20:30,2371.113,1213.965,,,,,,,,,,,,,,,,,,,,,,,,,,,
,21:30,2565.585,1142.299,,,,,,,,,,,,,,,,,,,,,,,,,,,
,22:30,2624.017,730.695,,,,,,,,,,,,,,,,,,,,,,,,,,,
,23:30,2684.271,777.524,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fri, 08/Oct",0:30,2628.16,588.08,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1:30,2701.879,612.557,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2:30,2661.649,566.808,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3:30,2736.653,581.041,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4:30,2703.722,576.869,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5:30,2733.469,621.42,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6:30,2512.851,580.251,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7:30,2235.607,605.569,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8:30,2144.489,621.433,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9:30,2075.184,664.073,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10:30,2082.413,713.278,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11:30,1914.495,1134.032,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12:30,1702.737,2393.635,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13:30,1808.056,2894.585,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14:30,1797.581,3551.161,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15:30,1955.633,3681.996,,,,,,,,,,,,,,,,,,,,,,,,,,,
,16:30,1932.304,3772.82,,,,,,,,,,,,,,,,,,,,,,,,,,,
,17:30,1981.327,3323.905,,,,,,,,,,,,,,,,,,,,,,,,,,,
,18:30,1907.909,2375.909,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19:30,1818.661,1765.941,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20:30,2223.065,1714.898,,,,,,,,,,,,,,,,,,,,,,,,,,,
,21:30,2504.1,1391.975,,,,,,,,,,,,,,,,,,,,,,,,,,,
,22:30,2584.544,976.131,,,,,,,,,,,,,,,,,,,,,,,,,,,
,23:30,2602.218,1210.254,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sat, 09/Oct",0:30,2513.876,1200.762,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1:30,2672.569,870.081,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2:30,2617.386,760.386,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3:30,2697.207,674.957,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4:30,2630.211,686.236,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5:30,2701.506,648.92,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6:30,2476.075,699.809,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7:30,2214.054,683.433,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8:30,2098.36,780.648,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9:30,1948.228,1044.672,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10:30,1755.185,1709.213,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11:30,1745.508,2620.558,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12:30,1858.87,2870.617,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13:30,1887.877,2664.142,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14:30,1838.739,2755.647,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15:30,1893.641,2849.78,,,,,,,,,,,,,,,,,,,,,,,,,,,
,16:30,1883.128,2999.808,,,,,,,,,,,,,,,,,,,,,,,,,,,
,17:30,1949.564,2919.696,,,,,,,,,,,,,,,,,,,,,,,,,,,
,18:30,1882.576,2318.983,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19:30,1856.734,1670.874,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20:30,2330.188,1290.576,,,,,,,,,,,,,,,,,,,,,,,,,,,
,21:30,2591.101,1055.328,,,,,,,,,,,,,,,,,,,,,,,,,,,
,22:30,2588.216,1047.534,,,,,,,,,,,,,,,,,,,,,,,,,,,
,23:30,2619.334,1049.792,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sun, 10/Oct",0:30,2622.123,975.438,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1:30,2640.13,974.498,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2:30,2635.426,872.24,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3:30,2652.681,762.928,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4:30,2649.979,760.624,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5:30,2660.396,763.751,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6:30,2469.751,769.761,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7:30,2206.852,752.293,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8:30,2109.754,760.665,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9:30,2063.743,767.112,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10:30,2055.526,762.36,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11:30,2042.28,763.781,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12:30,2015.348,955.459,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13:30,1917.591,1145.873,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14:30,1875.245,1313.261,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15:30,1818.884,1571.548,,,,,,,,,,,,,,,,,,,,,,,,,,,
,16:30,1804.038,1661.754,,,,,,,,,,,,,,,,,,,,,,,,,,,
,17:30,1886.197,1403.904,,,,,,,,,,,,,,,,,,,,,,,,,,,
,18:30,2025.254,896.074,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19:30,2059.218,710.112,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20:30,2481.908,700.834,,,,,,,,,,,,,,,,,,,,,,,,,,,
,21:30,2651.883,702.64,,,,,,,,,,,,,,,,,,,,,,,,,,,
,22:30,2674.374,606.857,,,,,,,,,,,,,,,,,,,,,,,,,,,
,23:30,2684.835,615.203,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mon, 11/Oct",0:30,2698.829,563.544,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1:30,2756.617,536.094,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2:30,2784.36,533.102,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3:30,2760.298,592.356,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4:30,2772.487,574.784,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5:30,2769.998,595.312,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6:30,2619.792,569.882,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7:30,2261.715,602.014,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8:30,2234.556,632.806,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9:30,2086.125,668.463,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10:30,2052.146,670.54,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11:30,1932.687,800.395,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12:30,1962.231,834.287,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13:30,1898.5,999.481,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14:30,1858.448,1251.963,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15:30,1739.152,1418.899,,,,,,,,,,,,,,,,,,,,,,,,,,,
,16:30,1773.015,1493.188,,,,,,,,,,,,,,,,,,,,,,,,,,,
,17:30,1829.192,1247.973,,,,,,,,,,,,,,,,,,,,,,,,,,,
,18:30,2030.376,763.024,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19:30,2074.117,868.528,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20:30,2470.151,880.749,,,,,,,,,,,,,,,,,,,,,,,,,,,
,21:30,2665.505,640.999,,,,,,,,,,,,,,,,,,,,,,,,,,,
,22:30,2705.916,502.348,,,,,,,,,,,,,,,,,,,,,,,,,,,
,23:30,2767.663,594.131,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tue, 12/Oct",0:30,2751.677,555.225,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1:30,2808.213,522.424,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2:30,2772.405,567.341,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3:30,2786.375,611.484,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4:30,2788.756,538.561,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5:30,2811.988,575.073,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6:30,2604.171,598.527,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7:30,2302.698,567.241,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8:30,2202.745,666.767,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9:30,2143.473,664.643,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10:30,2046.16,727.559,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11:30,1930.204,889.178,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12:30,1921.708,1013.199,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13:30,1867.216,1173.894,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14:30,1783.361,1508.694,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15:30,1710.167,1680.05,,,,,,,,,,,,,,,,,,,,,,,,,,,
,16:30,1759.021,1582.564,,,,,,,,,,,,,,,,,,,,,,,,,,,
,17:30,1806.998,1486.166,,,,,,,,,,,,,,,,,,,,,,,,,,,
,18:30,1946.125,1144.149,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19:30,2081.84,708.178,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20:30,2491.891,742.188,,,,,,,,,,,,,,,,,,,,,,,,,,,
,21:30,2666.694,527.361,,,,,,,,,,,,,,,,,,,,,,,,,,,
,22:30,2730.002,625.193,,,,,,,,,,,,,,,,,,,,,,,,,,,
